InspectionID,VendorType,ViolationType,FineImposed,Date,Risk_level
INSP11400,Street Vendor,No License,5759,2024-05-28,High Risk
INSP11401,Street Vendor,Expired Product,3729,2024-12-20,High Risk
INSP11402,Restaurant,No License,9895,2024-12-17,High Risk
INSP11403,Street Vendor,No License,2008,2025-01-12,High Risk
INSP11404,Restaurant,No License,7236,2025-11-12,High Risk
INSP11405,Retail,No License,505,2025-11-30,High Risk
INSP11406,Restaurant,No License,8161,2025-10-15,High Risk
INSP11407,Retail,Expired Product,3717,2025-02-18,High Risk
INSP11408,Retail,Expired Product,7537,2024-08-18,High Risk
INSP11409,Street Vendor,Poor Hygiene,1246,2024-03-31,Medium Risk
INSP11410,Street Vendor,Poor Hygiene,8509,2024-11-27,Medium Risk
INSP11411,Street Vendor,No License,4096,2025-07-21,High Risk
INSP11412,Restaurant,Expired Product,7613,2024-03-05,High Risk
INSP11413,Retail,Expired Product,7805,2024-12-13,High Risk
INSP11414,Street Vendor,No License,7940,2024-04-26,High Risk
INSP11415,Street Vendor,No License,2161,2024-10-16,High Risk
INSP11416,Restaurant,Expired Product,4637,2024-04-07,High Risk
INSP11417,Restaurant,Expired Product,7931,2024-06-25,High Risk
INSP11418,Restaurant,No License,2889,2025-12-19,High Risk
INSP11419,Restaurant,No License,6873,2024-12-26,High Risk
INSP11420,Retail,Expired Product,2975,2025-08-15,High Risk
INSP11421,Retail,Expired Product,1680,2025-01-26,High Risk
INSP11422,Restaurant,Expired Product,545,2025-10-07,High Risk
INSP11423,Restaurant,No License,7014,2025-05-20,High Risk
INSP11424,Restaurant,Poor Hygiene,9730,2025-09-15,Medium Risk
INSP11425,Street Vendor,No License,2786,2025-01-22,High Risk
INSP11426,Retail,No License,4946,2025-07-19,High Risk
INSP11427,Restaurant,Expired Product,6116,2025-01-29,High Risk
INSP11428,Street Vendor,Poor Hygiene,4264,2024-07-02,Medium Risk
INSP11429,Restaurant,Expired Product,9489,2024-09-11,High Risk
INSP11430,Restaurant,No License,9331,2025-09-13,High Risk
INSP11431,Restaurant,No License,5553,2024-07-14,High Risk
INSP11432,Restaurant,No License,5698,2024-07-09,High Risk
INSP11433,Retail,No License,4024,2025-12-06,High Risk
INSP11434,Restaurant,No License,5107,2024-05-16,High Risk
INSP11435,Street Vendor,No License,2200,2025-08-05,High Risk
INSP11436,Street Vendor,Expired Product,651,2025-05-30,High Risk
INSP11437,Retail,No License,5718,2024-01-27,High Risk
INSP11438,Retail,Poor Hygiene,1357,2024-11-21,Medium Risk
INSP11439,Retail,No License,9429,2024-09-25,High Risk
INSP11440,Retail,Expired Product,6413,2024-01-21,High Risk
INSP11441,Retail,Poor Hygiene,1974,2025-05-07,Medium Risk
INSP11442,Restaurant,No License,5334,2024-11-15,High Risk
INSP11443,Retail,Expired Product,9982,2024-01-09,High Risk
INSP11444,Street Vendor,No License,879,2025-07-22,High Risk
INSP11445,Street Vendor,No License,8002,2024-09-13,High Risk
INSP11446,Street Vendor,Poor Hygiene,7206,2024-05-28,Medium Risk
INSP11447,Street Vendor,Expired Product,5179,2025-10-26,High Risk
INSP11448,Street Vendor,No License,7227,2025-01-04,High Risk
INSP11449,Restaurant,No License,8267,2024-04-10,High Risk
INSP11450,Restaurant,Poor Hygiene,9877,2025-08-01,Medium Risk
INSP11451,Retail,No License,4490,2024-03-26,High Risk
INSP11452,Restaurant,Poor Hygiene,3720,2024-04-19,Medium Risk
INSP11453,Retail,No License,3517,2025-09-07,High Risk
INSP11454,Restaurant,Expired Product,4254,2025-10-10,High Risk
INSP11455,Retail,Poor Hygiene,9877,2025-05-20,Medium Risk
INSP11456,Street Vendor,Expired Product,6261,2025-07-30,High Risk
INSP11457,Restaurant,Expired Product,8099,2025-12-21,High Risk
INSP11458,Restaurant,Poor Hygiene,8163,2025-03-13,Medium Risk
INSP11459,Retail,Expired Product,6481,2025-12-08,High Risk
INSP11460,Retail,Poor Hygiene,5796,2025-11-14,Medium Risk
INSP11461,Retail,Expired Product,6812,2024-05-16,High Risk
INSP11462,Retail,No License,8788,2024-10-08,High Risk
INSP11463,Retail,Poor Hygiene,6706,2024-04-25,Medium Risk
INSP11464,Street Vendor,No License,1405,2024-10-01,High Risk
INSP11465,Restaurant,No License,7210,2024-07-13,High Risk
INSP11466,Street Vendor,Poor Hygiene,1969,2024-12-07,Medium Risk
INSP11467,Restaurant,No License,7270,2024-03-03,High Risk
INSP11468,Restaurant,Expired Product,6298,2025-03-09,High Risk
INSP11469,Restaurant,Poor Hygiene,569,2024-07-12,Medium Risk
INSP11470,Retail,No License,1532,2025-12-11,High Risk
INSP11471,Street Vendor,Poor Hygiene,2863,2024-04-29,Medium Risk
INSP11472,Street Vendor,Expired Product,852,2024-11-29,High Risk
INSP11473,Retail,Expired Product,7605,2024-11-19,High Risk
INSP11474,Retail,No License,6653,2025-03-25,High Risk
INSP11475,Retail,No License,8593,2025-06-30,High Risk
INSP11476,Restaurant,Expired Product,1562,2024-08-12,High Risk
INSP11477,Retail,Expired Product,9121,2024-06-27,High Risk
INSP11478,Restaurant,Poor Hygiene,6800,2025-01-05,Medium Risk
INSP11479,Street Vendor,Poor Hygiene,3188,2024-12-09,Medium Risk
INSP11480,Retail,No License,6644,2024-11-05,High Risk
INSP11481,Retail,No License,1260,2024-07-22,High Risk
INSP11482,Retail,Poor Hygiene,8468,2025-01-26,Medium Risk
INSP11483,Street Vendor,No License,8066,2025-04-19,High Risk
INSP11484,Restaurant,Expired Product,6609,2024-06-09,High Risk
INSP11485,Restaurant,Expired Product,4669,2025-05-13,High Risk
INSP11486,Restaurant,No License,2394,2025-10-21,High Risk
INSP11487,Street Vendor,No License,1071,2024-11-01,High Risk
INSP11488,Retail,No License,7807,2024-04-08,High Risk
INSP11489,Street Vendor,Expired Product,2481,2024-07-08,High Risk
INSP11490,Restaurant,No License,4327,2024-01-19,High Risk
INSP11491,Restaurant,No License,5310,2025-03-28,High Risk
INSP11492,Restaurant,Poor Hygiene,7414,2024-06-15,Medium Risk
INSP11493,Restaurant,Expired Product,5576,2024-01-21,High Risk
INSP11494,Street Vendor,Poor Hygiene,7635,2024-06-26,Medium Risk
INSP11495,Street Vendor,No License,5366,2024-06-15,High Risk
INSP11496,Restaurant,Poor Hygiene,4979,2025-02-07,Medium Risk
INSP11497,Retail,Expired Product,4291,2024-11-21,High Risk
INSP11498,Street Vendor,No License,6211,2024-10-02,High Risk
INSP11499,Restaurant,Poor Hygiene,8361,2025-02-11,Medium Risk
INSP11500,Retail,No License,5722,2025-03-18,High Risk
INSP11501,Restaurant,Expired Product,6257,2024-04-02,High Risk
INSP11502,Restaurant,Expired Product,9117,2025-03-14,High Risk
INSP11503,Retail,Poor Hygiene,2820,2025-11-01,Medium Risk
INSP11504,Street Vendor,Poor Hygiene,4417,2025-11-03,Medium Risk
INSP11505,Street Vendor,Poor Hygiene,8912,2024-03-02,Medium Risk
INSP11506,Street Vendor,Expired Product,6106,2024-02-19,High Risk
INSP11507,Retail,Expired Product,9769,2024-07-10,High Risk
INSP11508,Restaurant,No License,5410,2025-05-12,High Risk
INSP11509,Restaurant,No License,1448,2024-03-14,High Risk
INSP11510,Street Vendor,Poor Hygiene,8981,2024-11-15,Medium Risk
INSP11511,Retail,No License,1719,2025-03-03,High Risk
INSP11512,Retail,No License,2496,2025-05-25,High Risk
INSP11513,Restaurant,Expired Product,4709,2024-12-27,High Risk
INSP11514,Retail,No License,2876,2025-04-10,High Risk
INSP11515,Restaurant,No License,4833,2025-05-04,High Risk
INSP11516,Restaurant,No License,4299,2025-12-27,High Risk
INSP11517,Street Vendor,Expired Product,7775,2024-01-15,High Risk
INSP11518,Restaurant,Poor Hygiene,7765,2024-07-21,Medium Risk
INSP11519,Restaurant,No License,703,2025-04-09,High Risk
INSP11520,Restaurant,No License,7372,2025-12-28,High Risk
INSP11521,Retail,Expired Product,5812,2025-12-03,High Risk
INSP11522,Restaurant,Poor Hygiene,7527,2025-02-03,Medium Risk
INSP11523,Street Vendor,Poor Hygiene,693,2024-03-04,Medium Risk
INSP11524,Restaurant,No License,5274,2025-12-05,High Risk
INSP11525,Restaurant,No License,1426,2025-07-21,High Risk
INSP11526,Restaurant,Expired Product,3209,2025-10-08,High Risk
INSP11527,Restaurant,No License,919,2025-06-17,High Risk
INSP11528,Street Vendor,No License,6642,2025-06-24,High Risk
INSP11529,Street Vendor,No License,9697,2024-03-27,High Risk
INSP11530,Street Vendor,Poor Hygiene,4562,2024-01-23,Medium Risk
INSP11531,Street Vendor,No License,8957,2024-07-18,High Risk
INSP11532,Street Vendor,No License,4600,2025-07-26,High Risk
INSP11533,Street Vendor,Poor Hygiene,7489,2025-05-10,Medium Risk
INSP11534,Restaurant,No License,5567,2024-06-10,High Risk
INSP11535,Restaurant,Poor Hygiene,9922,2024-08-04,Medium Risk
INSP11536,Restaurant,No License,8920,2024-05-06,High Risk
INSP11537,Street Vendor,Poor Hygiene,2179,2025-07-02,Medium Risk
INSP11538,Restaurant,Poor Hygiene,6236,2025-05-27,Medium Risk
INSP11539,Retail,Expired Product,7645,2024-01-07,High Risk
INSP11540,Restaurant,No License,6202,2024-05-17,High Risk
INSP11541,Street Vendor,Expired Product,1712,2025-05-26,High Risk
INSP11542,Retail,No License,2658,2025-12-28,High Risk
INSP11543,Street Vendor,Expired Product,3842,2025-09-09,High Risk
INSP11544,Retail,Expired Product,2564,2024-11-14,High Risk
INSP11545,Restaurant,No License,6443,2024-07-07,High Risk
INSP11546,Restaurant,Expired Product,6097,2024-08-06,High Risk
INSP11547,Restaurant,No License,1477,2024-12-28,High Risk
INSP11548,Restaurant,Expired Product,7577,2024-10-17,High Risk
INSP11549,Restaurant,No License,4124,2025-12-15,High Risk
INSP11550,Restaurant,Expired Product,4310,2024-09-07,High Risk
INSP11551,Street Vendor,Expired Product,2753,2025-04-23,High Risk
INSP11552,Restaurant,No License,6444,2025-07-22,High Risk
INSP11553,Street Vendor,Poor Hygiene,7340,2025-06-22,Medium Risk
INSP11554,Restaurant,No License,1270,2024-12-11,High Risk
INSP11555,Restaurant,No License,5005,2024-09-06,High Risk
INSP11556,Street Vendor,Poor Hygiene,4885,2024-09-14,Medium Risk
INSP11557,Street Vendor,No License,7892,2025-02-19,High Risk
INSP11558,Retail,No License,9424,2025-01-05,High Risk
INSP11559,Retail,No License,8539,2025-05-26,High Risk
INSP11560,Street Vendor,Expired Product,1094,2025-09-30,High Risk
INSP11561,Restaurant,No License,1133,2025-04-22,High Risk
INSP11562,Restaurant,Poor Hygiene,6250,2024-03-07,Medium Risk
INSP11563,Restaurant,Poor Hygiene,2691,2024-07-08,Medium Risk
INSP11564,Street Vendor,No License,1090,2025-05-30,High Risk
INSP11565,Retail,Expired Product,8788,2025-06-17,High Risk
INSP11566,Retail,No License,4307,2025-06-11,High Risk
INSP11567,Restaurant,No License,2274,2024-11-09,High Risk
INSP11568,Retail,Expired Product,8773,2025-08-14,High Risk
INSP11569,Street Vendor,Poor Hygiene,6691,2024-07-14,Medium Risk
INSP11570,Restaurant,No License,580,2025-09-12,High Risk
INSP11571,Restaurant,Poor Hygiene,4506,2024-02-15,Medium Risk
INSP11572,Retail,No License,8953,2024-05-21,High Risk
INSP11573,Street Vendor,Poor Hygiene,980,2024-03-08,Medium Risk
INSP11574,Street Vendor,Expired Product,3339,2024-07-26,High Risk
INSP11575,Retail,Poor Hygiene,6205,2025-12-01,Medium Risk
INSP11576,Restaurant,Poor Hygiene,3030,2024-06-30,Medium Risk
INSP11577,Street Vendor,Expired Product,6625,2024-07-05,High Risk
INSP11578,Restaurant,No License,3381,2024-04-11,High Risk
INSP11579,Retail,No License,2460,2025-07-12,High Risk
INSP11580,Retail,Poor Hygiene,6708,2024-12-28,Medium Risk
INSP11581,Restaurant,Poor Hygiene,6590,2024-06-17,Medium Risk
INSP11582,Restaurant,Expired Product,3132,2025-07-12,High Risk
INSP11583,Retail,Expired Product,2462,2025-11-21,High Risk
INSP11584,Restaurant,Expired Product,3413,2025-08-24,High Risk
INSP11585,Retail,No License,3803,2025-03-17,High Risk
INSP11586,Retail,Poor Hygiene,2610,2024-06-20,Medium Risk
INSP11587,Retail,No License,9670,2024-06-07,High Risk
INSP11588,Restaurant,Expired Product,1596,2024-05-24,High Risk
INSP11589,Street Vendor,Poor Hygiene,8032,2024-03-30,Medium Risk
INSP11590,Retail,Expired Product,5981,2025-06-27,High Risk
INSP11591,Restaurant,Poor Hygiene,2637,2024-03-27,Medium Risk
INSP11592,Restaurant,Expired Product,9179,2025-03-12,High Risk
INSP11593,Street Vendor,Poor Hygiene,1380,2024-01-03,Medium Risk
INSP11594,Restaurant,No License,1384,2024-03-30,High Risk
INSP11595,Street Vendor,No License,3008,2025-09-10,High Risk
INSP11596,Restaurant,Expired Product,4591,2024-06-18,High Risk
INSP11597,Street Vendor,Expired Product,6060,2025-05-27,High Risk
INSP11598,Retail,Expired Product,5721,2024-02-04,High Risk
INSP11599,Restaurant,Poor Hygiene,3358,2024-06-17,Medium Risk
INSP11600,Retail,Expired Product,9863,2025-08-08,High Risk
INSP11601,Retail,Expired Product,8827,2025-02-28,High Risk
INSP11602,Restaurant,Expired Product,7299,2024-01-15,High Risk
INSP11603,Restaurant,No License,8894,2024-12-14,High Risk
INSP11604,Restaurant,No License,2320,2024-05-12,High Risk
INSP11605,Restaurant,Expired Product,2411,2025-01-23,High Risk
INSP11606,Retail,Poor Hygiene,1696,2024-05-17,Medium Risk
INSP11607,Retail,Poor Hygiene,1039,2024-12-06,Medium Risk
INSP11608,Street Vendor,No License,9780,2024-03-25,High Risk
INSP11609,Restaurant,Expired Product,1411,2025-12-26,High Risk
INSP11610,Retail,Expired Product,612,2024-03-17,High Risk
INSP11611,Retail,No License,3245,2024-03-01,High Risk
INSP11612,Street Vendor,Expired Product,4501,2024-02-23,High Risk
INSP11613,Restaurant,No License,6973,2025-05-14,High Risk
INSP11614,Retail,Expired Product,7107,2025-07-18,High Risk
INSP11615,Restaurant,No License,9652,2024-12-21,High Risk
INSP11616,Restaurant,Poor Hygiene,8485,2024-12-28,Medium Risk
INSP11617,Retail,Expired Product,3897,2024-11-07,High Risk
INSP11618,Restaurant,Poor Hygiene,2955,2025-09-13,Medium Risk
INSP11619,Restaurant,Expired Product,4174,2024-11-17,High Risk
INSP11620,Restaurant,No License,3744,2025-04-10,High Risk
INSP11621,Street Vendor,Expired Product,1361,2024-10-26,High Risk
INSP11622,Street Vendor,No License,5809,2024-03-14,High Risk
INSP11623,Restaurant,No License,7337,2025-09-28,High Risk
INSP11624,Street Vendor,Poor Hygiene,2855,2025-06-16,Medium Risk
INSP11625,Retail,No License,2346,2025-10-14,High Risk
INSP11626,Restaurant,Poor Hygiene,5706,2024-11-10,Medium Risk
INSP11627,Restaurant,Expired Product,7331,2025-09-25,High Risk
INSP11628,Restaurant,No License,6971,2024-04-22,High Risk
INSP11629,Restaurant,No License,9212,2025-05-27,High Risk
INSP11630,Restaurant,Poor Hygiene,9493,2024-06-25,Medium Risk
INSP11631,Restaurant,No License,3215,2025-11-04,High Risk
INSP11632,Retail,Poor Hygiene,6904,2024-06-02,Medium Risk
INSP11633,Retail,Poor Hygiene,3633,2025-10-03,Medium Risk
INSP11634,Retail,Poor Hygiene,2388,2024-02-19,Medium Risk
INSP11635,Restaurant,Expired Product,1265,2025-02-10,High Risk
INSP11636,Retail,Expired Product,4977,2024-12-18,High Risk
INSP11637,Restaurant,Expired Product,8425,2024-07-22,High Risk
INSP11638,Street Vendor,No License,8918,2025-09-25,High Risk
INSP11639,Restaurant,No License,5127,2024-07-07,High Risk
INSP11640,Street Vendor,Expired Product,665,2024-01-02,High Risk
INSP11641,Restaurant,Expired Product,1857,2024-09-20,High Risk
INSP11642,Restaurant,Poor Hygiene,4246,2024-10-27,Medium Risk
INSP11643,Street Vendor,No License,4805,2024-01-06,High Risk
INSP11644,Street Vendor,Expired Product,3660,2025-11-21,High Risk
INSP11645,Street Vendor,Expired Product,9502,2024-07-13,High Risk
INSP11646,Restaurant,Expired Product,1695,2024-01-08,High Risk
INSP11647,Restaurant,No License,3188,2024-05-23,High Risk
INSP11648,Retail,Poor Hygiene,7449,2024-02-08,Medium Risk
INSP11649,Restaurant,No License,6034,2025-04-10,High Risk
INSP11650,Retail,No License,7561,2025-08-26,High Risk
INSP11651,Street Vendor,No License,5404,2024-11-18,High Risk
INSP11652,Retail,No License,6184,2024-04-03,High Risk
INSP11653,Retail,No License,2334,2024-12-03,High Risk
INSP11654,Restaurant,Expired Product,7343,2025-03-08,High Risk
INSP11655,Street Vendor,Poor Hygiene,5136,2025-11-01,Medium Risk
INSP11656,Restaurant,Expired Product,4884,2024-04-06,High Risk
INSP11657,Street Vendor,No License,545,2024-12-14,High Risk
INSP11658,Restaurant,Poor Hygiene,7214,2024-04-18,Medium Risk
INSP11659,Retail,No License,6178,2024-01-29,High Risk
INSP11660,Restaurant,Expired Product,8081,2024-07-27,High Risk
INSP11661,Retail,No License,7118,2024-10-25,High Risk
INSP11662,Street Vendor,No License,7403,2024-04-21,High Risk
INSP11663,Restaurant,Poor Hygiene,4593,2024-03-05,Medium Risk
INSP11664,Street Vendor,Expired Product,9631,2025-11-26,High Risk
INSP11665,Street Vendor,Expired Product,3224,2024-03-13,High Risk
INSP11666,Restaurant,Expired Product,7411,2025-03-08,High Risk
INSP11667,Retail,No License,5554,2024-09-18,High Risk
INSP11668,Retail,Expired Product,8017,2024-09-07,High Risk
INSP11669,Retail,Poor Hygiene,5411,2025-06-01,Medium Risk
INSP11670,Restaurant,Expired Product,5096,2024-12-17,High Risk
INSP11671,Street Vendor,Poor Hygiene,1038,2025-06-28,Medium Risk
INSP11672,Street Vendor,Poor Hygiene,2468,2025-09-07,Medium Risk
INSP11673,Street Vendor,Expired Product,2146,2024-08-09,High Risk
INSP11674,Street Vendor,No License,3319,2025-06-27,High Risk
INSP11675,Retail,Poor Hygiene,1053,2024-10-24,Medium Risk
INSP11676,Street Vendor,Poor Hygiene,4759,2025-04-07,Medium Risk
INSP11677,Street Vendor,Expired Product,3282,2025-07-22,High Risk
INSP11678,Street Vendor,Poor Hygiene,6685,2025-09-29,Medium Risk
INSP11679,Restaurant,Expired Product,956,2024-10-21,High Risk
INSP11680,Retail,Expired Product,8301,2024-06-12,High Risk
INSP11681,Restaurant,No License,7275,2025-01-18,High Risk
INSP11682,Retail,No License,9161,2025-03-02,High Risk
INSP11683,Street Vendor,Expired Product,7952,2024-10-23,High Risk
INSP11684,Restaurant,No License,546,2025-01-20,High Risk
INSP11685,Restaurant,Expired Product,4771,2025-07-29,High Risk
INSP11686,Restaurant,Expired Product,3413,2024-06-30,High Risk
INSP11687,Restaurant,No License,7207,2025-06-12,High Risk
INSP11688,Retail,Expired Product,6524,2025-08-20,High Risk
INSP11689,Restaurant,Poor Hygiene,9012,2025-02-26,Medium Risk
INSP11690,Retail,No License,2535,2025-06-22,High Risk
INSP11691,Street Vendor,Poor Hygiene,1557,2024-02-10,Medium Risk
INSP11692,Street Vendor,Expired Product,817,2025-07-17,High Risk
INSP11693,Retail,No License,3867,2024-01-24,High Risk
INSP11694,Street Vendor,No License,9896,2025-03-04,High Risk
INSP11695,Retail,Poor Hygiene,1276,2024-07-06,Medium Risk
INSP11696,Retail,Poor Hygiene,2528,2024-05-10,Medium Risk
INSP11697,Restaurant,Poor Hygiene,7308,2024-11-12,Medium Risk
INSP11698,Street Vendor,No License,947,2024-12-19,High Risk
INSP11699,Retail,Poor Hygiene,2281,2025-08-08,Medium Risk
INSP11700,Restaurant,No License,949,2024-11-25,High Risk
INSP11701,Retail,No License,3718,2024-12-02,High Risk
INSP11702,Street Vendor,Expired Product,7616,2024-12-07,High Risk
INSP11703,Retail,No License,6269,2025-12-20,High Risk
INSP11704,Street Vendor,Poor Hygiene,4202,2025-12-07,Medium Risk
INSP11705,Street Vendor,No License,6245,2024-11-20,High Risk
INSP11706,Restaurant,Expired Product,8933,2025-12-13,High Risk
INSP11707,Retail,Expired Product,549,2025-01-25,High Risk
INSP11708,Street Vendor,Expired Product,7659,2025-11-28,High Risk
INSP11709,Street Vendor,No License,2336,2025-12-30,High Risk
INSP11710,Retail,Poor Hygiene,5713,2025-02-07,Medium Risk
INSP11711,Street Vendor,Poor Hygiene,8610,2024-03-08,Medium Risk
INSP11712,Restaurant,No License,6637,2024-04-27,High Risk
INSP11713,Retail,Poor Hygiene,1852,2025-05-06,Medium Risk
INSP11714,Retail,Poor Hygiene,6837,2025-07-30,Medium Risk
INSP11715,Restaurant,Poor Hygiene,2511,2024-10-23,Medium Risk
INSP11716,Street Vendor,Poor Hygiene,5851,2024-04-25,Medium Risk
INSP11717,Restaurant,Poor Hygiene,5394,2024-05-01,Medium Risk
INSP11718,Retail,Poor Hygiene,5558,2024-11-23,Medium Risk
INSP11719,Retail,Expired Product,5340,2025-07-29,High Risk
INSP11720,Retail,Expired Product,796,2025-01-28,High Risk
INSP11721,Retail,No License,7499,2024-09-17,High Risk
INSP11722,Retail,Poor Hygiene,5286,2024-09-04,Medium Risk
INSP11723,Restaurant,Poor Hygiene,2227,2025-01-18,Medium Risk
INSP11724,Street Vendor,Expired Product,5920,2025-09-27,High Risk
