CaseID,DistrictID,Date,CaseType,PatientCount,SeverityLevel
HC12838,1,4/5/2025,Food Poisoning,19,1
HC12839,18,3/11/2024,Typhoid,10,4
HC12840,10,2/25/2024,Food Poisoning,23,1
HC12841,19,4/30/2024,Food Poisoning,27,2
HC12842,3,4/3/2024,Diarrheal Disease,28,5
HC12843,21,3/3/2024,Typhoid,1,4
HC12844,9,12/24/2025,Diarrheal Disease,1,2
HC12845,26,11/26/2025,Food Poisoning,32,5
HC12846,6,3/23/2025,Diarrheal Disease,10,1
HC12847,9,7/1/2025,Food Poisoning,21,3
HC12848,17,1/9/2024,Diarrheal Disease,38,1
HC12849,20,11/8/2024,Diarrheal Disease,4,5
HC12850,3,9/17/2024,Food Poisoning,13,5
HC12851,24,12/24/2024,Typhoid,4,5
HC12852,18,7/22/2024,Typhoid,9,2
HC12853,26,3/13/2025,Food Poisoning,25,5
HC12854,8,11/3/2025,Typhoid,12,5
HC12855,20,5/6/2025,Diarrheal Disease,27,5
HC12856,14,7/29/2024,Diarrheal Disease,31,5
HC12857,5,12/7/2025,Food Poisoning,19,4
HC12858,7,6/26/2024,Diarrheal Disease,27,2
HC12859,13,11/9/2024,Typhoid,20,3
HC12860,24,5/19/2025,Food Poisoning,18,4
HC12861,9,3/1/2024,Food Poisoning,7,2
HC12862,15,2/14/2025,Diarrheal Disease,38,1
HC12863,17,10/31/2024,Food Poisoning,7,2
HC12864,7,8/5/2024,Diarrheal Disease,5,3
HC12865,6,1/29/2024,Typhoid,31,3
HC12866,2,4/22/2024,Diarrheal Disease,35,4
HC12867,16,7/10/2024,Typhoid,35,4
HC12868,26,4/13/2025,Typhoid,16,1
HC12869,26,9/1/2024,Food Poisoning,3,4
HC12870,22,6/23/2025,Typhoid,35,4
HC12871,10,12/24/2025,Typhoid,27,2
HC12872,17,5/7/2025,Typhoid,26,2
HC12873,13,4/16/2024,Food Poisoning,11,3
HC12874,13,1/20/2024,Food Poisoning,17,4
HC12875,2,9/3/2024,Food Poisoning,6,5
HC12876,19,4/10/2024,Food Poisoning,25,1
HC12877,15,11/29/2024,Diarrheal Disease,34,2
HC12878,5,1/2/2024,Food Poisoning,20,1
HC12879,10,2/2/2024,Typhoid,25,5
HC12880,18,6/13/2024,Typhoid,36,5
HC12881,9,2/2/2025,Diarrheal Disease,38,4
HC12882,11,11/1/2024,Diarrheal Disease,24,2
HC12883,9,11/28/2025,Typhoid,31,5
HC12884,26,12/27/2024,Diarrheal Disease,2,3
HC12885,23,5/7/2024,Diarrheal Disease,17,4
HC12886,1,5/10/2025,Diarrheal Disease,18,4
HC12887,3,7/15/2025,Food Poisoning,6,3
HC12888,6,7/12/2025,Typhoid,36,4
HC12889,19,2/3/2025,Typhoid,31,5
HC12890,3,10/9/2024,Food Poisoning,10,4
HC12891,14,4/25/2024,Food Poisoning,29,5
HC12892,3,7/16/2024,Food Poisoning,6,5
HC12893,18,7/26/2024,Food Poisoning,19,5
HC12894,9,12/21/2024,Diarrheal Disease,2,3
HC12895,26,7/22/2024,Typhoid,21,1
HC12896,13,3/17/2025,Food Poisoning,2,1
HC12897,25,5/2/2024,Typhoid,32,5
HC12898,2,7/19/2024,Diarrheal Disease,32,5
HC12899,3,5/29/2024,Typhoid,32,3
HC12900,8,6/4/2025,Diarrheal Disease,24,4
HC12901,25,12/29/2024,Diarrheal Disease,15,2
HC12902,6,10/11/2025,Food Poisoning,27,4
HC12903,20,10/28/2025,Typhoid,19,4
HC12904,18,4/30/2024,Food Poisoning,17,5
HC12905,5,3/12/2024,Food Poisoning,6,1
HC12906,5,10/5/2025,Diarrheal Disease,35,2
HC12907,5,11/11/2025,Food Poisoning,10,3
HC12908,9,3/31/2025,Food Poisoning,19,4
HC12909,9,7/26/2025,Food Poisoning,5,4
HC12910,17,5/5/2025,Typhoid,8,5
HC12911,18,5/22/2024,Typhoid,9,4
HC12912,24,7/27/2024,Typhoid,32,4
HC12913,26,6/16/2024,Food Poisoning,9,1
HC12914,17,2/15/2025,Typhoid,3,3
HC12915,19,6/29/2025,Typhoid,13,1
HC12916,19,8/20/2025,Diarrheal Disease,29,2
HC12917,15,3/14/2024,Diarrheal Disease,33,1
HC12918,2,10/22/2024,Typhoid,12,5
HC12919,16,4/5/2025,Food Poisoning,39,4
HC12920,15,2/11/2025,Diarrheal Disease,10,5
HC12921,14,1/1/2025,Food Poisoning,36,3
HC12922,23,9/29/2024,Diarrheal Disease,29,5
HC12923,10,8/17/2024,Typhoid,34,5
HC12924,5,8/24/2024,Typhoid,19,2
HC12925,6,1/7/2025,Diarrheal Disease,7,4
HC12926,15,4/26/2024,Food Poisoning,30,1
HC12927,11,8/18/2024,Typhoid,13,5
HC12928,18,3/20/2024,Food Poisoning,18,1
HC12929,15,7/2/2024,Typhoid,7,4
HC12930,21,8/23/2024,Food Poisoning,35,5
HC12931,5,5/16/2024,Typhoid,38,1
HC12932,2,1/15/2025,Diarrheal Disease,38,2
HC12933,4,9/8/2025,Diarrheal Disease,6,5
HC12934,22,4/23/2025,Food Poisoning,36,2
HC12935,18,8/16/2024,Typhoid,18,5
HC12936,24,11/27/2025,Typhoid,7,2
HC12937,8,1/22/2024,Food Poisoning,14,5
HC12938,13,10/26/2025,Diarrheal Disease,23,3
HC12939,9,6/30/2025,Typhoid,6,4
HC12940,23,7/14/2024,Food Poisoning,15,5
HC12941,22,2/5/2024,Diarrheal Disease,12,1
HC12942,2,9/13/2025,Typhoid,23,5
HC12943,21,5/3/2025,Diarrheal Disease,12,2
HC12944,17,11/8/2024,Food Poisoning,25,2
HC12945,10,3/24/2024,Food Poisoning,36,2
HC12946,25,4/6/2024,Diarrheal Disease,7,3
HC12947,14,7/20/2025,Diarrheal Disease,37,2
HC12948,3,2/24/2025,Food Poisoning,21,5
HC12949,22,7/5/2025,Typhoid,1,2
HC12950,24,8/8/2024,Food Poisoning,36,1
HC12951,11,4/2/2025,Typhoid,36,2
HC12952,24,10/6/2025,Typhoid,3,2
HC12953,26,12/10/2025,Typhoid,32,3
HC12954,26,10/16/2025,Food Poisoning,35,3
HC12955,12,3/24/2024,Typhoid,23,3
HC12956,5,1/8/2024,Food Poisoning,26,1
HC12957,7,8/26/2024,Diarrheal Disease,2,3
HC12958,11,5/4/2024,Food Poisoning,20,5
HC12959,15,12/12/2025,Diarrheal Disease,5,3
HC12960,18,3/26/2025,Diarrheal Disease,30,1
HC12961,3,5/8/2025,Diarrheal Disease,26,3
HC12962,6,1/5/2024,Typhoid,26,1
HC12963,4,6/10/2024,Typhoid,32,4
HC12964,7,9/29/2024,Typhoid,16,2
HC12965,24,5/2/2025,Diarrheal Disease,10,5
HC12966,17,1/9/2024,Food Poisoning,35,1
HC12967,18,5/6/2024,Food Poisoning,14,2
HC12968,21,10/20/2024,Diarrheal Disease,2,4
HC12969,14,6/1/2024,Typhoid,31,1
HC12970,9,12/3/2024,Typhoid,9,2
HC12971,23,7/11/2025,Food Poisoning,4,3
HC12972,5,3/24/2025,Typhoid,37,4
HC12973,6,7/28/2024,Diarrheal Disease,31,4
HC12974,24,8/19/2025,Food Poisoning,19,1
HC12975,14,4/21/2024,Food Poisoning,19,2
HC12976,18,12/26/2024,Typhoid,26,5
HC12977,3,11/7/2025,Food Poisoning,13,5
HC12978,13,6/14/2024,Food Poisoning,29,2
HC12979,9,10/8/2025,Food Poisoning,20,5
HC12980,11,10/4/2025,Food Poisoning,32,5
HC12981,19,8/5/2024,Typhoid,8,2
HC12982,23,5/17/2025,Food Poisoning,20,5
HC12983,22,9/29/2024,Diarrheal Disease,4,1
HC12984,8,6/16/2024,Food Poisoning,21,5
HC12985,23,10/25/2024,Food Poisoning,7,3
HC12986,22,6/12/2025,Typhoid,14,4
HC12987,6,1/1/2024,Food Poisoning,8,2
HC12988,15,4/18/2025,Food Poisoning,33,4
HC12989,8,5/17/2024,Food Poisoning,32,2
HC12990,21,4/20/2025,Food Poisoning,24,3
HC12991,15,3/18/2025,Diarrheal Disease,39,2
HC12992,2,4/23/2024,Typhoid,24,4
HC12993,25,8/1/2024,Diarrheal Disease,7,2
HC12994,24,11/28/2025,Typhoid,30,5
HC12995,14,1/4/2025,Food Poisoning,9,2
HC12996,3,4/27/2024,Diarrheal Disease,37,5
HC12997,17,3/31/2025,Typhoid,4,5
HC12998,26,12/13/2024,Food Poisoning,32,1
HC12999,6,10/23/2025,Typhoid,7,5
HC13000,16,1/20/2024,Typhoid,28,2
HC13001,24,11/21/2025,Food Poisoning,35,1
HC13002,22,7/6/2024,Diarrheal Disease,1,3
HC13003,4,2/8/2024,Food Poisoning,39,4
HC13004,6,4/1/2025,Food Poisoning,14,3
HC13005,14,5/13/2024,Food Poisoning,28,2
HC13006,14,3/15/2024,Food Poisoning,32,5
HC13007,3,6/27/2024,Food Poisoning,19,1
HC13008,5,1/11/2024,Diarrheal Disease,32,5
HC13009,6,5/16/2024,Typhoid,23,5
HC13010,5,5/25/2024,Typhoid,36,2
HC13011,16,2/3/2025,Food Poisoning,30,3
HC13012,22,11/13/2025,Food Poisoning,37,3
HC13013,25,2/15/2024,Typhoid,34,1
HC13014,10,4/9/2025,Typhoid,32,5
HC13015,19,4/16/2025,Typhoid,5,3
HC13016,12,7/25/2025,Diarrheal Disease,38,1
HC13017,21,11/4/2024,Typhoid,13,3
HC13018,16,11/26/2024,Diarrheal Disease,31,1
HC13019,21,10/1/2025,Food Poisoning,37,1
HC13020,25,8/10/2024,Food Poisoning,20,3
HC13021,6,8/9/2024,Food Poisoning,8,2
HC13022,21,5/31/2024,Food Poisoning,29,1
HC13023,8,8/12/2025,Typhoid,25,1
HC13024,11,4/12/2024,Diarrheal Disease,18,4
HC13025,5,12/22/2024,Typhoid,28,2
HC13026,11,9/13/2024,Typhoid,30,3
HC13027,26,9/17/2024,Diarrheal Disease,37,5
HC13028,18,6/24/2025,Typhoid,4,2
HC13029,16,7/14/2024,Typhoid,32,1
HC13030,5,1/27/2025,Typhoid,10,4
HC13031,15,7/22/2024,Food Poisoning,10,4
HC13032,17,3/28/2024,Diarrheal Disease,25,2
HC13033,19,3/4/2024,Diarrheal Disease,13,3
HC13034,3,9/17/2025,Typhoid,16,5
HC13035,3,5/22/2025,Diarrheal Disease,6,3
HC13036,12,7/5/2025,Typhoid,27,3
HC13037,16,4/22/2025,Typhoid,32,4
HC13038,23,4/7/2024,Food Poisoning,8,4
HC13039,15,1/17/2025,Diarrheal Disease,8,4
HC13040,13,6/11/2024,Food Poisoning,34,5
HC13041,1,3/5/2025,Typhoid,14,4
HC13042,25,2/22/2025,Diarrheal Disease,19,3
HC13043,19,12/18/2025,Typhoid,29,3
HC13044,5,2/25/2024,Food Poisoning,37,5
HC13045,20,10/14/2024,Typhoid,29,2
HC13046,8,4/25/2025,Food Poisoning,29,1
HC13047,8,10/2/2024,Diarrheal Disease,18,3
HC13048,18,7/14/2025,Diarrheal Disease,10,3
HC13049,4,1/18/2024,Typhoid,12,1
HC13050,6,6/6/2024,Typhoid,28,1
HC13051,22,2/16/2025,Food Poisoning,33,4
HC13052,7,7/6/2024,Typhoid,1,2
HC13053,8,12/17/2024,Food Poisoning,29,1
HC13054,26,11/15/2025,Typhoid,35,2
HC13055,19,8/1/2024,Typhoid,36,1
HC13056,7,5/25/2024,Typhoid,31,2
HC13057,14,12/6/2025,Typhoid,2,3
HC13058,7,9/19/2025,Food Poisoning,26,1
HC13059,1,12/26/2025,Diarrheal Disease,9,2
HC13060,23,8/28/2024,Food Poisoning,9,1
HC13061,17,2/15/2025,Diarrheal Disease,18,1
HC13062,16,1/5/2024,Diarrheal Disease,7,4
HC13063,18,7/5/2024,Food Poisoning,25,4
HC13064,10,6/20/2024,Typhoid,4,5
HC13065,22,11/1/2024,Typhoid,23,5
HC13066,16,1/23/2024,Food Poisoning,35,2
HC13067,16,2/28/2024,Typhoid,30,2
HC13068,2,2/24/2024,Food Poisoning,35,2
HC13069,11,3/14/2024,Typhoid,31,2
HC13070,2,8/14/2024,Diarrheal Disease,20,2
HC13071,6,3/31/2024,Food Poisoning,25,3
HC13072,1,7/9/2024,Diarrheal Disease,29,4
HC13073,5,12/4/2025,Food Poisoning,22,4
HC13074,26,6/7/2025,Typhoid,32,2
HC13075,8,5/31/2025,Food Poisoning,14,5
HC13076,4,5/29/2025,Diarrheal Disease,16,3
HC13077,21,1/28/2025,Typhoid,39,2
HC13078,2,4/5/2025,Diarrheal Disease,21,3
HC13079,19,3/28/2025,Typhoid,35,4
HC13080,14,2/21/2024,Diarrheal Disease,12,4
HC13081,22,10/20/2024,Diarrheal Disease,24,4
HC13082,2,12/12/2025,Typhoid,21,3
HC13083,21,11/10/2024,Food Poisoning,27,5
HC13084,17,11/25/2024,Typhoid,27,4
HC13085,7,4/25/2024,Diarrheal Disease,21,5
HC13086,5,1/31/2024,Diarrheal Disease,29,1
HC13087,26,2/19/2024,Diarrheal Disease,16,3
HC13088,5,7/12/2024,Food Poisoning,38,1
HC13089,9,3/1/2025,Food Poisoning,9,1
HC13090,20,5/4/2025,Typhoid,31,1
HC13091,18,1/16/2024,Diarrheal Disease,19,2
HC13092,16,9/30/2024,Food Poisoning,4,4
HC13093,7,5/28/2025,Food Poisoning,24,4
HC13094,14,11/8/2024,Typhoid,21,3
HC13095,12,3/19/2024,Typhoid,22,1
HC13096,7,6/20/2024,Food Poisoning,5,5
HC13097,25,11/11/2024,Diarrheal Disease,8,3
HC13098,6,7/3/2025,Food Poisoning,5,2
HC13099,17,12/20/2025,Diarrheal Disease,15,3
HC13100,23,3/26/2024,Food Poisoning,16,4
HC13101,1,1/12/2024,Diarrheal Disease,22,3
HC13102,2,5/21/2024,Diarrheal Disease,37,2
HC13103,20,9/18/2024,Typhoid,1,5
HC13104,10,5/17/2024,Diarrheal Disease,11,5
HC13105,22,9/1/2024,Food Poisoning,10,5
HC13106,24,7/8/2025,Diarrheal Disease,8,1
HC13107,2,6/28/2024,Diarrheal Disease,5,4
HC13108,14,3/31/2024,Food Poisoning,1,3
HC13109,19,6/19/2024,Typhoid,13,3
HC13110,23,3/31/2024,Diarrheal Disease,22,5
HC13111,7,8/12/2025,Food Poisoning,6,1
HC13112,2,6/23/2025,Food Poisoning,16,1
HC13113,26,6/16/2024,Typhoid,12,4
HC13114,14,10/25/2024,Food Poisoning,30,3
HC13115,11,9/18/2025,Diarrheal Disease,1,2
HC13116,24,6/21/2025,Typhoid,31,1
HC13117,8,12/20/2025,Diarrheal Disease,26,2
HC13118,18,8/6/2025,Typhoid,34,1
HC13119,9,8/26/2024,Diarrheal Disease,29,1
HC13120,2,12/17/2024,Food Poisoning,35,3
HC13121,8,9/24/2024,Diarrheal Disease,15,2
HC13122,3,11/22/2024,Diarrheal Disease,17,5
HC13123,23,10/15/2025,Diarrheal Disease,2,4
HC13124,7,10/24/2024,Food Poisoning,13,3
HC13125,24,7/12/2025,Typhoid,35,5
HC13126,6,11/1/2025,Diarrheal Disease,13,4
HC13127,10,9/25/2025,Diarrheal Disease,31,4
HC13128,14,9/6/2024,Food Poisoning,28,4
HC13129,25,12/1/2024,Diarrheal Disease,3,2
HC13130,18,11/10/2025,Food Poisoning,26,5
HC13131,10,6/27/2024,Food Poisoning,30,3
HC13132,17,1/24/2025,Typhoid,17,2
HC13133,13,3/1/2025,Food Poisoning,23,4
HC13134,10,5/19/2024,Typhoid,20,5
HC13135,7,5/13/2024,Typhoid,16,1
HC13136,14,12/16/2024,Typhoid,19,4
HC13137,18,6/4/2025,Diarrheal Disease,20,4
HC13138,17,3/16/2025,Food Poisoning,32,5
HC13139,9,12/22/2024,Typhoid,25,4
HC13140,2,4/21/2024,Typhoid,35,5
HC13141,26,3/11/2024,Food Poisoning,38,5
HC13142,25,5/4/2025,Diarrheal Disease,32,2
HC13143,12,10/1/2025,Diarrheal Disease,39,1
HC13144,3,12/30/2024,Food Poisoning,12,1
HC13145,17,1/13/2024,Typhoid,30,4
HC13146,19,7/22/2025,Diarrheal Disease,30,4
HC13147,20,5/11/2025,Diarrheal Disease,7,2
HC13148,19,8/12/2025,Diarrheal Disease,2,1
HC13149,8,6/5/2024,Diarrheal Disease,38,1
HC13150,2,12/23/2025,Typhoid,21,2
HC13151,19,10/12/2024,Diarrheal Disease,19,4
HC13152,13,9/4/2025,Diarrheal Disease,3,3
HC13153,10,2/18/2025,Diarrheal Disease,27,3
HC13154,16,9/29/2024,Food Poisoning,24,3
HC13155,2,5/28/2024,Food Poisoning,2,4
HC13156,10,6/16/2025,Food Poisoning,22,3
HC13157,20,4/3/2025,Diarrheal Disease,19,2
HC13158,20,2/6/2025,Diarrheal Disease,15,2
HC13159,21,11/20/2025,Diarrheal Disease,10,1
HC13160,13,8/19/2025,Typhoid,30,4
HC13161,3,5/16/2024,Diarrheal Disease,14,1
HC13162,25,10/4/2025,Food Poisoning,14,1
HC13163,9,1/14/2024,Typhoid,32,2
HC13164,9,11/1/2024,Food Poisoning,14,4
HC13165,3,11/17/2025,Typhoid,15,2
HC13166,2,11/2/2025,Typhoid,31,3
HC13167,12,1/3/2024,Typhoid,9,2
HC13168,14,1/30/2025,Typhoid,25,5
HC13169,11,6/1/2024,Diarrheal Disease,26,2
HC13170,20,11/16/2025,Typhoid,26,1
HC13171,7,10/5/2024,Typhoid,39,3
HC13172,11,5/3/2024,Diarrheal Disease,16,2
HC13173,2,11/13/2025,Food Poisoning,28,2
HC13174,8,7/8/2024,Food Poisoning,6,3
HC13175,13,3/18/2024,Typhoid,30,1
HC13176,20,6/9/2025,Diarrheal Disease,22,5
HC13177,21,6/1/2024,Typhoid,2,2
HC13178,20,3/8/2024,Diarrheal Disease,1,3
HC13179,8,9/5/2024,Typhoid,14,5
HC13180,9,11/19/2024,Diarrheal Disease,4,3
HC13181,1,11/10/2024,Food Poisoning,37,2
HC13182,3,11/11/2024,Diarrheal Disease,27,1
HC13183,16,11/6/2025,Diarrheal Disease,17,1
HC13184,1,6/10/2025,Diarrheal Disease,27,2
HC13185,22,11/9/2025,Food Poisoning,15,5
HC13186,18,12/9/2024,Diarrheal Disease,20,2
HC13187,11,5/9/2025,Food Poisoning,8,5
HC13188,18,9/12/2025,Diarrheal Disease,6,1
HC13189,4,7/5/2024,Diarrheal Disease,4,5
HC13190,21,1/22/2025,Diarrheal Disease,10,4
HC13191,17,4/10/2024,Typhoid,34,3
HC13192,24,12/23/2025,Diarrheal Disease,11,4
HC13193,8,10/21/2024,Food Poisoning,6,5
HC13194,8,4/1/2024,Food Poisoning,21,1
HC13195,22,11/16/2025,Food Poisoning,12,1
HC13196,9,9/10/2025,Diarrheal Disease,4,5
HC13197,3,9/24/2024,Diarrheal Disease,16,5
HC13198,6,8/1/2025,Typhoid,2,4
HC13199,20,9/4/2024,Food Poisoning,30,4
HC13200,4,12/30/2024,Diarrheal Disease,10,4
HC13201,19,3/29/2024,Food Poisoning,15,2
HC13202,9,8/5/2024,Diarrheal Disease,36,4
HC13203,17,4/22/2024,Food Poisoning,11,5
HC13204,16,11/27/2025,Food Poisoning,22,1
HC13205,5,3/13/2025,Food Poisoning,8,2
HC13206,11,4/6/2024,Typhoid,4,1
HC13207,5,5/16/2025,Food Poisoning,26,4
HC13208,17,2/20/2025,Typhoid,1,1
HC13209,2,1/15/2024,Food Poisoning,21,1
HC13210,4,4/11/2024,Diarrheal Disease,12,5
HC13211,12,8/26/2025,Food Poisoning,30,5
HC13212,21,8/19/2024,Food Poisoning,8,2
HC13213,2,2/28/2024,Diarrheal Disease,6,5
HC13214,24,5/15/2024,Food Poisoning,33,4
HC13215,6,3/3/2024,Diarrheal Disease,38,2
HC13216,14,5/5/2024,Typhoid,2,5
HC13217,3,10/14/2025,Typhoid,11,4
HC13218,20,10/21/2025,Food Poisoning,13,1
HC13219,20,5/3/2024,Diarrheal Disease,26,1
HC13220,12,9/11/2025,Food Poisoning,7,2
HC13221,17,9/24/2024,Diarrheal Disease,28,4
HC13222,26,4/29/2025,Diarrheal Disease,38,3
HC13223,10,12/17/2025,Diarrheal Disease,22,3
HC13224,23,6/24/2025,Food Poisoning,24,5
HC13225,16,9/2/2025,Food Poisoning,17,3
HC13226,14,8/7/2024,Typhoid,35,2
HC13227,25,2/21/2025,Diarrheal Disease,23,2
HC13228,19,2/19/2024,Food Poisoning,35,5
HC13229,10,11/1/2024,Typhoid,3,4
HC13230,24,10/25/2024,Food Poisoning,3,3
HC13231,7,4/4/2024,Typhoid,32,3
HC13232,13,8/29/2024,Typhoid,15,1
HC13233,20,12/21/2024,Diarrheal Disease,37,4
HC13234,2,11/5/2025,Diarrheal Disease,34,4
HC13235,4,8/20/2025,Typhoid,19,5
HC13236,11,5/31/2025,Food Poisoning,7,2
HC13237,16,2/9/2024,Food Poisoning,12,2
HC13238,17,11/22/2024,Diarrheal Disease,9,5
HC13239,25,5/8/2025,Food Poisoning,37,1
HC13240,9,8/17/2024,Food Poisoning,10,4
HC13241,7,8/11/2024,Food Poisoning,10,4
HC13242,17,5/24/2024,Diarrheal Disease,18,5
HC13243,18,7/21/2025,Food Poisoning,24,1
HC13244,20,6/28/2025,Typhoid,38,4
HC13245,15,8/21/2024,Typhoid,17,1
HC13246,25,3/24/2025,Food Poisoning,19,5
HC13247,15,4/8/2024,Diarrheal Disease,8,2
HC13248,12,10/13/2025,Food Poisoning,7,2
HC13249,3,6/28/2024,Diarrheal Disease,4,5
HC13250,18,7/13/2025,Food Poisoning,29,2
HC13251,11,6/5/2024,Food Poisoning,27,2
HC13252,16,9/24/2024,Food Poisoning,34,5
HC13253,1,8/20/2025,Typhoid,1,1
HC13254,26,11/28/2025,Typhoid,13,2
HC13255,16,6/12/2024,Food Poisoning,1,3
HC13256,1,6/14/2024,Typhoid,10,2
HC13257,24,3/5/2025,Food Poisoning,36,2
HC13258,20,8/28/2025,Food Poisoning,31,4
HC13259,24,8/20/2024,Diarrheal Disease,31,4
HC13260,1,6/25/2025,Diarrheal Disease,37,4
HC13261,19,12/15/2024,Food Poisoning,24,4
HC13262,11,1/17/2024,Typhoid,37,4
HC13263,26,5/12/2025,Typhoid,17,5
HC13264,5,9/21/2024,Food Poisoning,8,5
HC13265,5,4/14/2025,Food Poisoning,4,4
HC13266,14,7/5/2024,Diarrheal Disease,2,4
HC13267,15,12/26/2025,Typhoid,34,1
HC13268,10,7/25/2025,Food Poisoning,27,5
HC13269,8,11/27/2025,Typhoid,35,1
HC13270,2,7/7/2024,Typhoid,21,1
HC13271,6,11/13/2025,Diarrheal Disease,27,3
HC13272,13,7/16/2024,Typhoid,23,1
HC13273,10,12/18/2025,Food Poisoning,37,4
HC13274,26,1/21/2024,Typhoid,30,5
HC13275,17,8/25/2025,Food Poisoning,39,3
HC13276,3,8/29/2025,Diarrheal Disease,7,4
HC13277,1,7/20/2024,Typhoid,26,1
HC13278,21,9/6/2025,Diarrheal Disease,19,1
HC13279,22,3/13/2024,Diarrheal Disease,5,3
HC13280,26,1/22/2025,Food Poisoning,12,4
HC13281,10,2/15/2024,Typhoid,26,1
HC13282,17,4/26/2024,Food Poisoning,30,4
HC13283,21,3/22/2025,Diarrheal Disease,17,2
HC13284,19,12/1/2025,Food Poisoning,25,2
HC13285,17,11/28/2024,Typhoid,32,4
HC13286,20,8/21/2025,Typhoid,15,1
HC13287,21,1/20/2024,Typhoid,19,2
HC13288,20,3/24/2024,Diarrheal Disease,9,5
HC13289,5,11/11/2024,Diarrheal Disease,4,1
HC13290,22,9/29/2024,Food Poisoning,6,5
HC13291,25,8/30/2024,Diarrheal Disease,38,4
HC13292,19,5/1/2024,Diarrheal Disease,37,5
HC13293,7,3/16/2024,Diarrheal Disease,35,1
HC13294,3,3/7/2024,Food Poisoning,12,5
HC13295,13,5/15/2024,Food Poisoning,2,5
HC13296,13,2/23/2024,Diarrheal Disease,7,5
HC13297,21,9/29/2024,Diarrheal Disease,27,3
HC13298,4,2/12/2024,Food Poisoning,10,2
HC13299,26,12/19/2025,Food Poisoning,36,1
HC13300,1,11/25/2024,Food Poisoning,13,2
HC13301,4,3/28/2025,Diarrheal Disease,24,5
HC13302,16,2/25/2025,Diarrheal Disease,20,4
HC13303,8,9/3/2024,Diarrheal Disease,35,5
HC13304,14,12/16/2024,Typhoid,39,1
HC13305,20,11/17/2024,Food Poisoning,2,2
HC13306,23,12/29/2025,Diarrheal Disease,5,4
HC13307,17,7/27/2024,Diarrheal Disease,23,4
HC13308,8,10/27/2025,Food Poisoning,25,2
HC13309,9,7/3/2025,Diarrheal Disease,22,1
HC13310,6,8/28/2024,Food Poisoning,33,4
HC13311,2,8/9/2025,Diarrheal Disease,6,4
HC13312,18,8/5/2025,Food Poisoning,25,5
HC13313,19,1/12/2024,Typhoid,38,1
HC13314,7,9/21/2025,Typhoid,26,3
HC13315,23,3/12/2025,Typhoid,10,2
HC13316,24,1/24/2025,Typhoid,18,3
HC13317,21,3/14/2024,Typhoid,15,3
HC13318,7,4/9/2024,Typhoid,1,4
HC13319,8,5/20/2025,Food Poisoning,11,2
HC13320,25,4/1/2025,Food Poisoning,21,3
HC13321,6,10/10/2025,Food Poisoning,19,4
HC13322,15,3/31/2024,Diarrheal Disease,33,2
HC13323,18,9/26/2024,Typhoid,19,1
HC13324,6,5/15/2024,Typhoid,21,1
HC13325,17,9/18/2025,Diarrheal Disease,38,1
HC13326,17,8/18/2025,Food Poisoning,12,2
HC13327,5,11/19/2025,Food Poisoning,34,2
HC13328,21,6/24/2025,Diarrheal Disease,2,3
HC13329,6,1/16/2024,Diarrheal Disease,21,3
HC13330,19,9/12/2025,Diarrheal Disease,16,3
HC13331,8,3/31/2025,Diarrheal Disease,29,5
HC13332,9,8/20/2024,Diarrheal Disease,37,3
HC13333,12,5/10/2024,Typhoid,36,5
HC13334,22,1/30/2025,Typhoid,10,5
HC13335,12,10/14/2025,Food Poisoning,20,5
HC13336,12,12/18/2025,Typhoid,5,5
HC13337,12,9/2/2025,Diarrheal Disease,3,5
HC13338,1,6/30/2025,Food Poisoning,21,1
HC13339,16,2/26/2025,Diarrheal Disease,3,3
HC13340,11,9/27/2024,Diarrheal Disease,38,4
HC13341,11,5/3/2024,Diarrheal Disease,21,4
HC13342,8,12/5/2024,Diarrheal Disease,21,1
HC13343,17,11/9/2024,Typhoid,20,1
HC13344,3,6/23/2024,Diarrheal Disease,14,2
HC13345,7,1/14/2024,Diarrheal Disease,13,5
HC13346,15,10/26/2025,Diarrheal Disease,30,2
HC13347,21,4/1/2025,Typhoid,19,2
HC13348,18,11/27/2025,Diarrheal Disease,24,5
HC13349,14,7/17/2024,Diarrheal Disease,30,4
HC13350,20,10/14/2025,Diarrheal Disease,25,4
HC13351,15,4/24/2024,Diarrheal Disease,11,1
HC13352,14,5/1/2025,Diarrheal Disease,14,2
HC13353,16,10/8/2024,Diarrheal Disease,20,2
HC13354,17,7/7/2024,Typhoid,3,3
HC13355,7,9/28/2024,Diarrheal Disease,8,3
HC13356,25,1/10/2024,Typhoid,31,4
HC13357,16,8/10/2025,Food Poisoning,13,1
HC13358,18,10/14/2024,Diarrheal Disease,37,4
HC13359,1,11/22/2025,Diarrheal Disease,7,2
HC13360,20,2/8/2025,Diarrheal Disease,16,5
HC13361,4,5/3/2024,Food Poisoning,26,4
HC13362,15,1/13/2025,Food Poisoning,8,3
HC13363,15,3/8/2025,Diarrheal Disease,7,2
HC13364,26,6/29/2024,Typhoid,23,5
HC13365,8,12/24/2025,Typhoid,25,1
HC13366,9,10/1/2025,Diarrheal Disease,31,3
HC13367,25,8/17/2025,Diarrheal Disease,3,2
HC13368,13,11/10/2024,Typhoid,35,2
HC13369,11,4/4/2024,Food Poisoning,18,5
HC13370,20,3/21/2025,Diarrheal Disease,30,1
HC13371,25,10/4/2025,Diarrheal Disease,15,1
HC13372,22,1/26/2024,Typhoid,12,1
